old_path;new_url;article_id;year;issue;doi;title_ru
/files/arch/2023/2023-N2/Varkhotov_VTE_2023_2.pdf;https://questionset.ru/article/318/;318;2023;2;10.52342/2587-7666vte_2023_2_7_21;МЕТОД ПРОТИВ ИСТИНЫ (Часть 1. По направлению к одномерности — становление критической теории Франкфуртской школы)
/files/arch/2023/2023-N2/Tambovtsev_VTE_2023_2.pdf;https://questionset.ru/article/319/;319;2023;2;10.52342/2587-7666vte_2023_2_22_34;ИНСТИТУЦИОНАЛЬНАЯ СЛОЖНОСТЬ: НОВОЕ НАПРАВЛЕНИЕ ИЗУЧЕНИЯ ИНСТИТУТОВ?
/files/arch/2023/2023-N2/Klyachko_VTE_2023_2.pdf;https://questionset.ru/article/320/;320;2023;2;10.52342/2587-7666vte_2023_2_35_51;РОССИЙСКАЯ СИСТЕМА ВЫСШЕГО ОБРАЗОВАНИЯ НА ПЕРЕЛОМЕ
/files/arch/2023/2023-N2/Odintsova_VTE_2023_2.pdf;https://questionset.ru/article/321/;321;2023;2;10.52342/2587-7666vte_2023_2_52_63;МЕСТНОЕ СООБЩЕСТВО: ПРОБЛЕМА ИНСТИТУЦИОНАЛИЗАЦИИ
/files/arch/2023/2023-N2/Gloveli_VTE_2023_2.pdf;https://questionset.ru/article/322/;322;2023;2;10.52342/2587-7666vte_2023_2_64_84;ОТ ПЕТТИ К СМИТУ: ПРОИСХОЖДЕНИЕ КЛАССИЧЕСКОЙ ПОЛИТЭКОНОМИИ В ИСТОРИКО- НАУЧНОЙ И МИР-СИСТЕМНОЙ РЕТРОСПЕКТИВЕ
/files/arch/2023/2023-N2/Medushevsky_VTE_2023_2.pdf;https://questionset.ru/article/323/;323;2023;2;10.52342/2587-7666vte_2023_2_85_98;Когнитивная война: социальный контроль, управление сознанием и инструмент глобального доминирования. Часть 1
/files/arch/2023/2023-N2/Tikhonova_VTE_2023_2.pdf;https://questionset.ru/article/324/;324;2023;2;10.52342/2587-7666vte_2023_2_99_117;Социальная успешность российских профессионалов: масштабы, характер, факторы
/files/arch/2023/2023-N2/Latov_VTE_2023_2.pdf;https://questionset.ru/article/325/;325;2023;2;10.52342/2587-7666vte_2023_2_118_132;Экспертное мнение о российских профессионалах: тенденции, парадоксы, проблемы
/files/arch/2023/2023-N2/Melnik_Kholdevich_VTE_2023_2.pdf;https://questionset.ru/article/326/;326;2023;2;10.52342/2587-7666vte_2023_2_133_155;Отблеск ушедшего НЭПа? Японская нефтяная концессия на Сахалине (1925–1944)
/files/arch/2023/2023-N2/Ermolov_VTE_2023_2.pdf;https://questionset.ru/article/327/;327;2023;2;10.52342/2587-7666vte_2023_2_156_173;Взгляды современных российских учёных на экономические проблемы позднего СССР . Часть 2
/files/arch/2023/2023-N2/Orekhovsky_VTE_2023_2.pdf;https://questionset.ru/article/328/;328;2023;2;10.52342/2587-7666vte_2023_2_174_183;Экономическая история позднего СССР: Новый плюрализм (О книгах Николая Митрохина* и манифесте «Кристалл роста. К русскому экономическому чуду») [* Митрохин Николай Александрович включен в реестр иностранных агентов 08.09.2023]
/files/arch/2023/2023-N3/Zaostrovtsev_VTE_2023_3.pdf;https://questionset.ru/article/329/;329;2023;3;10.52342/2587-7666vte_2023_3_7_21;Эффект колеи, культура и «критические моменты» в институциональной истории
/files/arch/2023/2023-N3/Nikolaev_VTE_2023_3.pdf;https://questionset.ru/article/330/;330;2023;3;10.52342/2587-7666vte_2023_3_22_34;Концепция экономической сложности как теоретическая основа выбора экономической стратегии России в условиях масштабных внешних ограничений
/files/arch/2023/2023-N3/Libman_VTE_2023_3.pdf;https://questionset.ru/article/331/;331;2023;3;10.52342/2587-7666vte_2023_3_35_48;Междисциплинарные исследования и смешанные методы: перспективы и ограничения
/files/arch/2023/2023-N3/Varkhotov_VTE_2023_3.pdf;https://questionset.ru/article/332/;332;2023;3;10.52342/2587-7666vte_2023_3_49_61;Метод против истины. Часть 2: Схизма с советским марксизмом и трансформация дискурса Франкфуртской школы
/files/arch/2023/2023-N3/Novikova_Zafarjonova_VTE_2023_3.pdf;https://questionset.ru/article/333/;333;2023;3;10.52342/2587-7666vte_2023_3_62_79;Оценки потребности в оборотном капитале при инвестициях в развитие здравоохранения
/files/arch/2023/2023-N3/Markova_VTE_2023_3.pdf;https://questionset.ru/article/334/;334;2023;3;10.52342/2587-7666vte_2023_3_80_91;Аэропорты как платформы: следствия для антимонопольного правоприменения
/files/arch/2023/2023-N3/Medushevskiy_VTE_2023_3.pdf;https://questionset.ru/article/335/;335;2023;3;10.52342/2587-7666vte_2023_3_92_107;Когнитивная война: социальный контроль, управление сознанием и инструмент глобального доминирования. Часть 2
/files/arch/2023/2023-N3/Rimskiy_VTE_2023_3.pdf;https://questionset.ru/article/336/;336;2023;3;10.52342/2587-7666vte_2023_3_108_126;Господство государственной бюрократии в России
/files/arch/2023/2023-N3/Baskakova_VTE_2023_3.pdf;https://questionset.ru/article/337/;337;2023;3;10.52342/2587-7666vte_2023_3_127_146;Государственное регулирование занятости женщин и профессиональная сегрегация в российской сфере труда – 100 лет истории. Часть 1. 1918-1945 гг.
/files/arch/2023/2023-N3/Stepanov_VTE_2023_3.pdf;https://questionset.ru/article/338/;338;2023;3;10.52342/2587-7666vte_2023_3_147_156;Денежная реформа 1993 г. в мемуаристике и научной литературе
/files/arch/2023/2023-N3/Balatsky_VTE_2023_3.pdf;https://questionset.ru/article/339/;339;2023;3;10.52342/2587-7666vte_2023_3_157_170;Метод событийно-психологической диагностики и «китайское пророчество» Джека Лондона
/files/arch/2023/2023-N3/Feldman_VTE_2023_3.pdf;https://questionset.ru/article/340/;340;2023;3;10.52342/2587-7666vte_2023_3_171_177;Кораблестроение при Николае II (о новой книге В.В. Поликарпова)
/files/arch/2023/2023-N4/Yurevich_VTE_2023_4.pdf;https://questionset.ru/article/341/;341;2023;4;10.52342/2587-7666vte_2023_4_7_21;Технологический суверенитет России: понятие, измерение, возможность достижения
/files/arch/2023/2023-N4/Yanovskiy_VTE_2023_4.pdf;https://questionset.ru/article/342/;342;2023;4;10.52342/2587-7666vte_2023_4_22_40;Излечение здравоохранения: исторический опыт старых демократий и уроки для России
/files/arch/2023/2023-N4/Tambovtsev_VTE_2023_4.pdf;https://questionset.ru/article/343/;343;2023;4;10.52342/2587-7666vte_2023_4_41_52;Терминологические инновации и развитие институциональных исследований
/files/arch/2023/2023-N4/Volchik_VTE_2023_4.pdf;https://questionset.ru/article/344/;344;2023;4;10.52342/2587-7666vte_2023_4_53_67;Недостоверные нарративы в контексте институциональных изменений
/files/arch/2023/2023-N4/Dmitriev_VTE_2023_4.pdf;https://questionset.ru/article/345/;345;2023;4;10.52342/2587-7666vte_2023_4_68_92;Дмитриев М.Э. Долгосрочные перспективы российского экспорта
/files/arch/2023/2023-N4/Dozhdikov_VTE_2023_4.pdf;https://questionset.ru/article/346/;346;2023;4;10.52342/2587-7666vte_2023_4_93_114;Прогнозирование результатов кинопроката с помощью машинного обучения
/files/arch/2023/2023-N4/Borokh_VTE_2023_4.pdf;https://questionset.ru/article/347/;347;2023;4;10.52342/2587-7666vte_2023_4_115_136;Вклад Фан Сяньтина в изучение проблем индустриализации Китая (1920-е – 1930-е гг.)
/files/arch/2023/2023-N4/Orekhovsky_VTE_2023_4.pdf;https://questionset.ru/article/348/;348;2023;4;10.52342/2587-7666vte_2023_4_137_154;История экономической мысли глазами структуралиста (Часть 1. Классики и Маркс)
/files/arch/2023/2023-N4/Mukhanova_VTE_2023_4.pdf;https://questionset.ru/article/349/;349;2023;4;10.52342/2587-7666vte_2023_4_155_173;Предпринимательство в российском аграрном секторе
/files/arch/2023/2023-N4/Stepanov_VTE_2023_4.pdf;https://questionset.ru/article/350/;350;2023;4;10.52342/2587-7666vte_2023_4_174_181;Денежная реформа 1997–1998 гг. в ретроспективе
/files/arch/2023/2023-N4/Balatsky_VTE_2023_4.pdf;https://questionset.ru/article/351/;351;2023;4;10.52342/2587-7666vte_2023_4_182_190;Н. Талеб о толстых хвостах статистических распределений: вглубь и за пределы инструментария
/files/arch/2024/2024-N1/Balatsky_VTE_2024_1.pdf;https://questionset.ru/article/301/;301;2024;1;10.52342/2587-7666vte_2024_1_7_21;РУДИМЕНТАРНЫЙ ИНСТИТУТ УЧЁНЫХ ЗВАНИЙ В РОССИИ: СМИРИТЬСЯ ИЛИ РЕФОРМИРОВАТЬ?
/files/arch/2024/2024-N1/Zubarevich_VTE_2024_1.pdf;https://questionset.ru/article/303/;303;2024;1;10.52342/2587-7666vte_2024_1_34_47;РЕГИОНЫ РОССИИ В КОНЦЕ 2023 г.: УДАЛОСЬ ЛИ ПРЕОДОЛЕТЬ КРИЗИСНЫЙ СПАД?
/files/arch/2024/2024-N1/Maltsev_VTE_2024_1.pdf;https://questionset.ru/article/304/;304;2024;1;10.52342/2587-7666vte_2024_1_48_64;ОЦЕНКА ДОБАВЛЕННОЙ СТОИМОСТИ ВО ВНЕШНЕЙ ТОРГОВЛЕ: СОВРЕМЕННЫЕ ПОДХОДЫ
/files/arch/2024/2024-N1/Shestakova_VTE_2024_1.pdf;https://questionset.ru/article/305/;305;2024;1;10.52342/2587-7666vte_2024_1_65_78;СОВРЕМЕННЫЕ НАПРАВЛЕНИЯ РЕФОРМИРОВАНИЯ ПЕНСИОННЫХ СИСТЕМ
/files/arch/2024/2024-N1/Zhavoronkov_VTE_2024_1.pdf;https://questionset.ru/article/306/;306;2024;1;10.52342/2587-7666vte_2024_1_79_95;НОВЫЕ ПОПЫТКИ ЭКОНОМИЧЕСКОЙ ЛИБЕРАЛИЗАЦИИ ПРИ НЕЛИБЕРАЛЬНОМ РЕЖИМЕ: ИЗ НОВЕЙШЕЙ ЭКОНОМИЧЕСКОЙ ИСТОРИИ УЗБЕКИСТАНА И КАЗАХСТАНА
/files/arch/2024/2024-N1/Avtonomov_VTE_2024_1.pdf;https://questionset.ru/article/307/;307;2024;1;10.52342/2587-7666vte_2024_1_96_105;СУДЬБА «БОЛЬШИХ ТЕОРИЙ» В ЭКОНОМИЧЕСКОЙ НАУКЕ
/files/arch/2024/2024-N1/Orekhovsky_VTE_2024_1.pdf;https://questionset.ru/article/308/;308;2024;1;10.52342/2587-7666vte_2024_1_106_120;ИСТОРИЯ ЭКОНОМИЧЕСКОЙ МЫСЛИ ГЛАЗАМИ СТРУКТУРАЛИСТА (Часть 2. Маршалл, «реориентация теории ценности» и аутсайдеры)
/files/arch/2024/2024-N1/Nisnevich_VTE_2024_1.pdf;https://questionset.ru/article/314/;314;2024;1;10.52342/2587-7666vte_2024_1_121_141;ПОЛИТИЧЕСКИЙ ИСЛАМ В МУСУЛЬМАНСКОМ МИРЕ
/files/arch/2024/2024-N1/Kushniruk_VTE_2024_1.pdf;https://questionset.ru/article/315/;315;2024;1;10.52342/2587-7666vte_2024_1_142_153;ГРАЖДАНСКАЯ ИДЕНТИЧНОСТЬ И ПРОФЕССИОНАЛЬНАЯ ЭФФЕКТИВНОСТЬ СПОРТСМЕНОВ
/files/arch/2024/2024-N1/Feldman_VTE_2024_1.pdf;https://questionset.ru/article/316/;316;2024;1;10.52342/2587-7666vte_2024_1_154_164;СОВЕТСКИЙ ОБОРОННЫЙ КОМПЛЕКС В 1928–1937 ГОДАХ: ПРОСТРАНСТВЕННЫЙ СРЕЗ
/files/arch/2024/2024-N1/Pliskevich_VTE_2024_1.pdf;https://questionset.ru/article/317/;317;2024;1;10.52342/2587-7666vte_2024_1_165_179;ЧЕЛОВЕЧЕСКИЙ КАПИТАЛ ПРОФЕССИОНАЛОВ В СОВРЕМЕННОЙ РОССИИ (размышления над новой книгой Н.Е. Тихоновой и её коллег)
/files/arch/2024/2024-N2/Libman_VTE_2024_2.pdf;https://questionset.ru/article/276/;276;2024;2;10.52342/2587-7666vte_2024_2_7_18;ВНЕШНЕЭКОНОМИЧЕСКИЕ УСЛОВИЯ РАЗВИТИЯ РОССИИ: ИЗОЛЯЦИЯ И ПЕРЕОРИЕНТАЦИЯ
/files/arch/2024/2024-N2/Tsedilin_VTE_2024_2.pdf;https://questionset.ru/article/277/;277;2024;2;10.52342/2587-7666vte_2024_2_19_29;ЭКОНОМИЧЕСКИЙ СУВЕРЕНИТЕТ: ПОНИМАНИЕ И ОБОСНОВАНИЕ В СООТВЕТСТВИИ С НОВЫМИ РЕАЛИЯМИ
/files/arch/2024/2024-N2/Belyakov_VTE_2024_2.pdf;https://questionset.ru/article/286/;286;2024;2;10.52342/2587-7666vte_2024_2_30_44;ПОЛИТИКО-ЭКОНОМИЧЕСКАЯ ТЕОРИЯ ПОПУЛИЗМА
/files/arch/2024/2024-N2/Tambovtsev_VTE_2024_2.pdf;https://questionset.ru/article/287/;287;2024;2;10.52342/2587-7666vte_2024_2_45_55;ИНСТИТУЦИОНАЛЬНЫЙ АНАЛИЗ ЭКОНОМИКИ: КАЧЕСТВЕННЫЕ И КОЛИЧЕСТВЕННЫЕ ИССЛЕДОВАНИЯ И МЕТОДЫ
/files/arch/2024/2024-N2/Shastitko_Morosanova_VTE_2024_2.pdf;https://questionset.ru/article/288/;288;2024;2;10.52342/2587-7666vte_2024_2_56_72;ДОРОГАЯ БЕСПЛАТНОСТЬ
/files/arch/2024/2024-N2/Sherbakov_Gartvich_VTE_2024_2.pdf;https://questionset.ru/article/289/;289;2024;2;10.52342/2587-7666vte_2024_2_73_85;ПОДХОДЫ К ПОСТРОЕНИЮ ТРЕЙСЕРА БИЗНЕС-ЦИКЛОВ НА ПРИМЕРЕ ОБРАБАТЫВАЮЩЕЙ ПРОМЫШЛЕННОСТИ РОССИИ
